Region,Year of Order Date,Quarter of Order Date,Profit
Central,2012,Q4,10.2
Central,2013,Q3,-26.39
Central,2012,Q4,-19.33
Central,2014,Q1,-97.54
Central,2013,Q3,10.68
Central,2013,Q2,20.29
Central,2014,Q2,14.19
Central,2012,Q3,7.74
Central,2013,Q3,372.26
Central,2013,Q2,-4.36
Central,2014,Q4,52.56
Central,2012,Q2,20.08
Central,2013,Q2,75.63
Central,2015,Q4,38.02
Central,2012,Q3,-28.16
Central,2014,Q1,-93.93
Central,2015,Q4,136.32
Central,2013,Q2,-0.06
Central,2015,Q2,12.4
Central,2013,Q2,813.35
Central,2014,Q2,375.02
Central,2015,Q1,117.91
Central,2015,Q1,147.46
Central,2012,Q4,27.22
Central,2014,Q3,-912.08
East,2012,Q3,-255.65
East,2015,Q3,-293.45
East,2014,Q1,280.64
East,2014,Q4,-64.05
East,2012,Q3,-10.09
East,2015,Q2,8.02
East,2012,Q3,1397.86
East,2013,Q1,-136.84
East,2012,Q4,10.58
East,2014,Q4,-96.95
East,2014,Q4,13.31
East,2015,Q4,163.81
East,2015,Q4,-505.984479
East,2013,Q4,-292.7
East,2015,Q3,352.38
East,2015,Q4,171.07
East,2015,Q4,-256.93
East,2014,Q2,-33.61
East,2015,Q4,-72.23
East,2015,Q4,2.37
East,2012,Q4,95
East,2014,Q4,159.73
East,2012,Q4,20.12
East,2013,Q3,21.08
East,2012,Q2,-241.63
East,2015,Q1,761.04
East,2014,Q2,385.03
East,2013,Q1,241.74
East,2013,Q1,160.48
East,2012,Q4,878.21
East,2013,Q4,-12
East,2015,Q2,-200.84
East,2012,Q3,24.39
East,2014,Q4,16.97
East,2014,Q1,-59.85
East,2015,Q3,921.7
East,2015,Q3,-9.18
East,2013,Q1,-6.39
East,2015,Q4,1249.43
South,2012,Q4,218.48
South,2012,Q3,-88.35
South,2015,Q3,-69.27
South,2013,Q1,-175.47
South,2012,Q3,-112.92
South,2012,Q3,480.57
South,2013,Q1,875.45
South,2014,Q1,305.87
South,2014,Q2,1077.49
South,2014,Q3,-1.79
South,2013,Q1,37.9
South,2013,Q2,100.04
South,2013,Q3,96.95
South,2015,Q4,514.45
South,2014,Q1,152.28
South,2013,Q1,-180.45
South,2014,Q2,454.26
South,2013,Q1,89.03
South,2015,Q1,66.47
South,2015,Q3,29.76
South,2013,Q4,61.69
South,2012,Q3,-25.38
South,2015,Q3,86.33
South,2013,Q1,41.58
South,2015,Q2,1126.72
South,2015,Q3,-161.56
South,2015,Q3,-168.08
South,2012,Q4,44.71
South,2015,Q1,120.69
South,2012,Q4,192.39
South,2013,Q1,4.68
South,2013,Q4,5.71
South,2015,Q4,75.48
South,2015,Q1,143.08
South,2013,Q1,107.82
South,2013,Q2,-23.62
South,2014,Q4,-29.14
South,2013,Q3,255.03
South,2015,Q2,106.98
South,2013,Q2,-150.53
South,2014,Q2,42.22
South,2015,Q3,-634.49
West,2015,Q1,820.94
West,2015,Q4,189.28
West,2015,Q4,-165.42
West,2015,Q4,-64.72
West,2013,Q3,-36.76
West,2015,Q1,21.96
West,2014,Q4,36.32
West,2013,Q1,-24.52
West,2014,Q4,-16.64
West,2015,Q1,-59.64
West,2014,Q4,75.36
West,2015,Q1,-742.88
West,2014,Q3,1054.82
West,2015,Q3,-6.5
West,2012,Q3,-87.46
West,2013,Q4,129.33
West,2014,Q4,90
West,2015,Q2,18.24
West,2012,Q3,10.49
West,2014,Q4,108.65
West,2012,Q4,331.48
West,2015,Q4,-279.12
West,2015,Q2,-151.15
West,2014,Q2,-5.18
West,2015,Q3,-409.24
West,2015,Q1,101.83
West,2012,Q3,146.51
West,2015,Q3,-824.43
West,2012,Q3,141.17
West,2015,Q3,-34.17
West,2015,Q2,-14.27
West,2013,Q4,-113.86
West,2014,Q4,52.33
West,2013,Q2,403.83
West,2015,Q2,-10.73
West,2015,Q2,-197.25
West,2013,Q4,48.85
West,2012,Q4,-44.47
West,2013,Q1,-159.35
West,2012,Q2,-33.95
West,2013,Q3,100.77
West,2013,Q4,-3.78
West,2014,Q4,5.88
West,2014,Q4,-22.74
West,2015,Q4,-8.8
West,2014,Q3,17.15
Central,2015,Q1,-481.041
Central,2013,Q4,-1448.83
Central,2014,Q4,221.81
Central,2013,Q4,43.87
Central,2014,Q2,-28.34
Central,2014,Q2,-35.96
Central,2012,Q4,1.35
Central,2013,Q1,-27.39
Central,2015,Q3,-870.61
Central,2014,Q2,2080.48
Central,2012,Q4,5034.15
Central,2013,Q4,-192.92
Central,2014,Q3,1708.84
Central,2014,Q2,-178.77
Central,2013,Q2,1026.07
Central,2014,Q1,830.75
Central,2013,Q3,1049.02
Central,2015,Q1,-40.98
Central,2014,Q3,545.11
Central,2014,Q1,73.57
Central,2015,Q4,109.16
Central,2012,Q4,344.61
Central,2013,Q4,-81.96
Central,2013,Q1,-29.62
Central,2014,Q2,109.88
Central,2012,Q4,660.63
Central,2015,Q4,1019.7
Central,2012,Q3,-118.54
Central,2013,Q1,1545.09
Central,2014,Q4,-354.9
Central,2015,Q2,181.53
Central,2013,Q1,-133.06
Central,2013,Q1,61.51
Central,2015,Q3,50.59
Central,2012,Q4,75.61
Central,2013,Q3,24.87
Central,2015,Q1,25.16
Central,2015,Q3,2176.19
Central,2014,Q2,5.5
Central,2012,Q3,-7.73
Central,2013,Q4,119.25
Central,2014,Q1,152.79
Central,2014,Q2,782.91
Central,2014,Q2,33.81
Central,2015,Q1,71.31
Central,2014,Q4,-220.3
Central,2014,Q4,23.34
Central,2012,Q3,-159.86
Central,2013,Q1,-44.81
Central,2014,Q4,-803.52
Central,2014,Q1,26.21
Central,2015,Q4,89.6
Central,2012,Q2,-12.95
Central,2012,Q4,185.04
Central,2014,Q1,-14.23
Central,2013,Q4,2033.5
Central,2015,Q3,13.44
East,2014,Q1,-73.22
East,2012,Q4,4.91
East,2015,Q4,-89.9
East,2012,Q3,-103.48
East,2015,Q2,42.39
East,2015,Q3,-10.61
East,2012,Q4,-56.97
East,2013,Q3,365.25
East,2013,Q4,127.17
East,2014,Q2,148.25
East,2013,Q4,70.51
East,2013,Q2,-17.49
East,2015,Q4,-53.06
East,2012,Q4,50.04
East,2013,Q4,116.96
East,2014,Q4,297.11
East,2013,Q4,-6.7
East,2013,Q4,-505.984479
East,2013,Q1,608.74
East,2012,Q4,-178.29
East,2013,Q2,-95.41
East,2014,Q3,359.53
East,2014,Q1,30.8
East,2015,Q1,-4.2
East,2012,Q3,-505.984479
East,2015,Q3,847.06
East,2012,Q4,65.49
East,2013,Q3,843.12
East,2012,Q3,180.64
East,2012,Q3,2860.71
East,2013,Q2,134.21
East,2015,Q3,-861.3033
East,2012,Q4,-3074.2712
East,2015,Q3,1161.89
East,2013,Q3,173.94
South,2015,Q1,572.26
South,2012,Q4,1653.6
South,2012,Q3,1521.31
South,2012,Q4,257.59
South,2015,Q1,-19.34
South,2015,Q2,-28.85
South,2014,Q3,-59.64
South,2014,Q4,273.61
South,2014,Q1,256.18
South,2013,Q1,85.48
South,2013,Q3,-7.49
South,2015,Q1,1125.29
South,2015,Q1,147.12
South,2012,Q3,167.18
South,2013,Q4,1845.68
South,2014,Q2,19.18
South,2014,Q1,1812.86
South,2013,Q2,360.94
South,2015,Q1,126.95
South,2014,Q2,154.09
South,2015,Q3,36.04
South,2014,Q3,-309.06
South,2012,Q3,-185.34
South,2015,Q2,80.32
South,2014,Q2,52.69
South,2014,Q4,37.74
South,2014,Q2,547.96
South,2013,Q4,-401.42
South,2013,Q4,2463.36
South,2014,Q3,1322.07
South,2015,Q3,-59.71
South,2013,Q3,245
South,2014,Q3,81.44
South,2014,Q1,226.72
South,2014,Q2,-25.27
South,2014,Q4,159.25
West,2013,Q3,855.14
West,2014,Q3,-148.8
West,2014,Q2,90.04
West,2015,Q1,-106.36
West,2015,Q4,-530.68
West,2015,Q4,-106.27
West,2015,Q4,13.21
West,2015,Q2,-9.78
West,2014,Q3,2.45
West,2015,Q4,350.94
West,2015,Q4,527.13
West,2014,Q2,94.96
West,2015,Q1,154.02
West,2014,Q1,-16.49
West,2014,Q2,35.08
West,2014,Q3,-626.45
West,2013,Q4,436.02
West,2014,Q2,25.68
West,2012,Q4,966.81
West,2013,Q2,1170.35
West,2014,Q4,-34.97
West,2012,Q3,20.6
West,2012,Q3,-1621.38
West,2013,Q1,1217.19
West,2013,Q2,46.8
West,2014,Q2,1116.98
West,2014,Q1,3408.46
West,2013,Q4,2042.58
West,2014,Q2,63.88
West,2015,Q4,15.97
West,2014,Q1,1.87
West,2015,Q2,26.27
West,2014,Q1,105.9
Central,2014,Q3,51.9
Central,2015,Q3,-647.136
Central,2012,Q3,-9.13
Central,2015,Q2,73.53
Central,2013,Q1,-244.63
Central,2014,Q2,-168.38
Central,2012,Q4,39.29
Central,2014,Q3,-74.51
Central,2015,Q2,-44.21
Central,2013,Q4,364.03
Central,2013,Q4,-1.42
Central,2014,Q2,44.54
Central,2013,Q3,-10.29
Central,2012,Q4,290.31
Central,2013,Q1,21.77
Central,2014,Q1,-22.21
Central,2015,Q1,361.82
Central,2012,Q4,49.85
Central,2013,Q1,7.17
Central,2012,Q3,-61.59
Central,2015,Q3,-15.34
Central,2012,Q3,-34.12
Central,2015,Q2,149.39
Central,2013,Q4,-1754.388
Central,2015,Q2,8.42
Central,2013,Q4,-1183.69
Central,2012,Q3,-37.39
Central,2012,Q3,190.6
Central,2013,Q2,231.68
East,2014,Q2,-44.86
East,2015,Q1,563.09
East,2014,Q1,-0.37
East,2012,Q4,171.98
East,2015,Q2,16.14
East,2013,Q2,346.43
East,2013,Q2,-337.98
East,2013,Q4,-188.41
East,2014,Q3,1844.96
East,2014,Q1,278.6
East,2012,Q3,-0.74
East,2015,Q1,83.48
East,2013,Q4,16.78
East,2015,Q1,-138.39
East,2013,Q1,195.71
East,2013,Q3,244.45
East,2014,Q4,-253.74
East,2013,Q1,-505.984479
East,2014,Q2,-133.77
East,2012,Q4,46.84
East,2013,Q2,614.03
East,2014,Q3,-25.86
East,2014,Q4,205.13
East,2015,Q3,-39.71
East,2015,Q1,31.32
East,2015,Q4,379.28
East,2014,Q3,-7.95
East,2015,Q4,-104.99
East,2014,Q4,-29.4
East,2013,Q4,14.15
East,2013,Q3,14.77
East,2014,Q2,755.28
East,2013,Q2,23.61
East,2015,Q4,-34.06
East,2015,Q4,12.74
East,2013,Q3,-175.15
South,2014,Q3,-51.01
South,2012,Q3,375.87
South,2013,Q1,587.84
South,2013,Q1,4.29
South,2014,Q1,-17.91
South,2015,Q3,187.19
South,2015,Q2,-18.57
South,2013,Q1,122.78
South,2012,Q4,-20.68
South,2015,Q4,389.4
South,2012,Q3,-107.59
South,2014,Q3,52.47
South,2015,Q4,-61.36
South,2014,Q2,58.69
South,2014,Q4,870.8
South,2013,Q3,-20.6
South,2014,Q4,285.35
South,2012,Q4,186.87
South,2014,Q4,98.34
South,2015,Q1,41.98
South,2014,Q3,-119.86
South,2014,Q2,43.99
South,2013,Q1,53.67
South,2015,Q4,-33.47
West,2015,Q2,-458.33
West,2013,Q1,-321.21
West,2015,Q1,-17.16
West,2015,Q3,-39.1
West,2015,Q1,-1.55
West,2013,Q4,2.63
West,2015,Q1,-1916.71
West,2013,Q2,768.34
West,2012,Q4,49.76
West,2013,Q4,-102.06
West,2013,Q2,153.48
West,2013,Q1,-46.68
West,2015,Q4,262.07
West,2014,Q2,-0.36
West,2015,Q3,1216.74
West,2015,Q3,-589.58
West,2014,Q4,3066.17
West,2015,Q1,-133.18
West,2013,Q2,247.24
West,2013,Q3,75.83
West,2013,Q4,58.16
West,2013,Q3,14.57
West,2015,Q1,8.65
West,2013,Q4,18.26
West,2014,Q1,20.67
West,2012,Q4,-100.89
West,2015,Q1,7.92
West,2015,Q3,-181.87
West,2015,Q2,338.91
West,2012,Q3,3039.37
West,2015,Q4,89.95
West,2014,Q4,202.47
Central,2015,Q4,457.81
Central,2014,Q2,-86.68
East,2014,Q4,-555.98
East,2015,Q1,95.06
East,2014,Q3,-2103.05
South,2013,Q3,-584.93
West,2015,Q2,-1637.52
West,2015,Q3,-72.73
Central,2015,Q2,191.47
Central,2015,Q4,-521.42
Central,2014,Q1,-1348.5
Central,2015,Q4,-564.74
Central,2013,Q1,-522.59
Central,2012,Q4,-1163.21
Central,2012,Q4,-115.08
Central,2014,Q1,-126.34
Central,2014,Q3,1166.93
Central,2013,Q1,-932.55
Central,2015,Q4,1481.67
East,2015,Q4,807.29
East,2015,Q2,3160.63
South,2013,Q4,637.93
South,2012,Q3,-2175.09
South,2015,Q3,-95.39
South,2013,Q4,635.33
South,2013,Q4,778.01
West,2012,Q3,-293.74
West,2013,Q1,-431.45
West,2013,Q2,629.4
Central,2014,Q3,299.88
Central,2014,Q2,-524.03
Central,2014,Q3,258.01
Central,2013,Q1,1939.11
Central,2014,Q1,1817.76
Central,2014,Q2,433.63
Central,2012,Q3,965.48
East,2013,Q4,-284.4
East,2013,Q4,619.71
East,2015,Q2,-473.66
East,2015,Q4,-314.61
South,2014,Q4,2108.8
South,2013,Q4,-528.09
South,2014,Q1,-441.44
South,2015,Q1,-426.54
South,2013,Q3,-333.07
West,2013,Q1,-403.74
West,2015,Q3,554.55
West,2015,Q1,-527.83
West,2013,Q2,-1533.15
Central,2014,Q3,1882.2
Central,2015,Q1,253.14
Central,2015,Q3,755.95
Central,2013,Q4,1398.03
Central,2013,Q1,-1274.02
Central,2014,Q4,238.52
East,2015,Q3,-499.51
East,2013,Q4,-100.05
East,2015,Q2,426.67
South,2015,Q2,1085.91
West,2015,Q1,-520.55
West,2013,Q1,59.73
West,2014,Q3,861.78
Central,2012,Q3,-425.14
Central,2012,Q3,-30.06
Central,2013,Q2,-108.28
Central,2012,Q4,323.323
Central,2014,Q3,-13.95
Central,2014,Q1,18.21
Central,2014,Q3,575.38
Central,2015,Q1,-46.43
Central,2014,Q2,8.0495
Central,2014,Q1,61.27
Central,2014,Q2,-78.02
Central,2012,Q4,-971.36
Central,2013,Q4,3506.24
Central,2014,Q4,161.72
Central,2013,Q3,-177.031
Central,2013,Q3,50.0395
Central,2014,Q1,300.97
Central,2013,Q3,39.4995
Central,2013,Q2,-141.27
Central,2014,Q4,1234.574
Central,2015,Q2,13.38
Central,2012,Q4,-69.529
Central,2014,Q1,-508.87
Central,2013,Q1,26.92
Central,2012,Q4,9.95
Central,2014,Q1,109.33
Central,2014,Q1,371.28
East,2013,Q4,-716.55
East,2015,Q3,-911.56
East,2013,Q1,21.471
East,2014,Q4,-7.02
East,2012,Q2,60.82
East,2015,Q4,-15.27
East,2013,Q4,374.19
East,2014,Q3,1662.92
East,2014,Q4,327.45
East,2014,Q2,-72.86
East,2015,Q2,-785.36
East,2013,Q4,28.1435
East,2014,Q3,-52.8425
East,2015,Q1,61.97
East,2013,Q2,5.85
East,2012,Q3,232.8
East,2012,Q2,-14.06
East,2013,Q1,239.94
East,2013,Q3,493.03
East,2014,Q4,202.33
East,2012,Q4,-326.47
East,2014,Q2,-23.34
East,2014,Q1,-32.48
East,2013,Q3,7.29
East,2013,Q4,-72.703
East,2013,Q2,22.8395
South,2015,Q4,-204.81
South,2015,Q3,-157.3
South,2015,Q4,67.23
South,2014,Q2,-9.31
South,2013,Q1,109.29
South,2013,Q3,823.26
South,2012,Q4,-5.28
South,2015,Q2,-37.04
South,2015,Q4,-30.74
South,2015,Q2,123.15
South,2013,Q3,11.45
South,2014,Q1,9.53
South,2014,Q3,16.31
South,2012,Q4,114.02
South,2013,Q2,67.41
South,2013,Q2,-31.54
South,2014,Q2,-163.28
South,2014,Q3,-91.48
South,2014,Q1,3302.03
South,2014,Q1,222.173
South,2013,Q1,-213.49
South,2012,Q4,473.3905
South,2014,Q2,-142.78
South,2014,Q3,22.9585
West,2014,Q1,540.67
West,2015,Q3,308.63
West,2013,Q1,3.25
West,2014,Q4,-179.96
West,2014,Q1,-42.61
West,2013,Q4,58.5
West,2013,Q2,77.75
West,2014,Q2,-8.44
West,2013,Q3,14.99
West,2014,Q1,-138.02
West,2015,Q2,-19.9
West,2014,Q2,-4.32
West,2014,Q1,131.39
West,2015,Q1,-5.45
West,2013,Q4,-6.9575
West,2014,Q2,-185.48
West,2015,Q2,-2.4
West,2013,Q4,12.06
West,2014,Q2,63.6055
West,2012,Q4,-59.8805
West,2013,Q3,-14.352
West,2015,Q3,72.28
West,2014,Q3,49.04
Central,2014,Q4,11.39
Central,2015,Q4,-45.75
Central,2014,Q1,-80.2
Central,2014,Q2,16.6515
Central,2014,Q3,6.84
Central,2015,Q2,145.48
Central,2015,Q3,-328.18
Central,2014,Q1,163.78
Central,2013,Q4,-148.925
Central,2015,Q1,771.8255
Central,2013,Q3,-71.96
Central,2014,Q4,25.79
Central,2015,Q2,-19.33
Central,2013,Q3,711.74
Central,2012,Q4,-5.54
Central,2014,Q1,-695.26
Central,2014,Q1,-24.91
Central,2015,Q2,29.67
Central,2012,Q3,-107.37
Central,2013,Q1,-25.31
Central,2013,Q2,7.27
Central,2015,Q1,-86.34
Central,2015,Q3,-76.11
Central,2012,Q4,-54.5675
Central,2015,Q3,20.76
Central,2012,Q3,-37.6
Central,2015,Q1,-31.67
Central,2014,Q1,88.8
Central,2014,Q1,1
Central,2014,Q1,20.44
Central,2013,Q2,-56.63
Central,2015,Q2,1053.21
Central,2012,Q3,-76.9925
Central,2014,Q1,-35.99
Central,2015,Q1,78.89
Central,2015,Q3,-67.28
Central,2012,Q3,-21.41
Central,2013,Q3,-193.48
Central,2015,Q1,170.9
Central,2014,Q1,580.1505
Central,2012,Q3,-0.11
Central,2015,Q3,-152.1335
Central,2014,Q4,182.15
Central,2013,Q4,1.19
Central,2014,Q4,-12.26
Central,2012,Q3,-54.63
Central,2015,Q3,-44.69
Central,2012,Q3,520.41
Central,2013,Q3,3.9185
Central,2014,Q4,-10.327
Central,2013,Q4,-9.14
Central,2014,Q2,-98.23
Central,2013,Q3,2017.64
Central,2014,Q2,-18.45
Central,2014,Q1,-12.1325
Central,2013,Q3,24.53
Central,2013,Q2,-43.45
Central,2014,Q1,7.95
Central,2014,Q4,-329.49
Central,2014,Q2,-522.94
Central,2014,Q1,157.8875
Central,2013,Q3,185.32
Central,2013,Q1,10.51
Central,2014,Q3,-120.95
Central,2013,Q1,-8.47
Central,2013,Q3,76.42
Central,2014,Q1,10.59
Central,2012,Q2,5.81
East,2012,Q3,882.45
East,2013,Q1,51.23
East,2012,Q3,-76.54
East,2013,Q3,112.0555
East,2014,Q2,-2.3805
East,2013,Q3,-7.04
East,2015,Q3,-95.312
East,2015,Q4,-24.21
East,2013,Q1,-50.96
East,2014,Q4,-10.01
East,2012,Q3,-25.76
East,2015,Q2,490.77
East,2013,Q2,254.31
East,2013,Q2,-75.7
East,2014,Q1,-16.38
East,2013,Q4,647.25
East,2015,Q2,-279.933
East,2013,Q1,-31.86
East,2014,Q1,-114.4135
East,2014,Q3,-115.1
East,2014,Q2,20.57
East,2014,Q2,4.34
East,2015,Q1,-17.18
East,2012,Q4,-10.77
East,2014,Q4,-143.58
East,2015,Q4,-117.921
East,2015,Q4,5045.3025
East,2012,Q4,-57.063
East,2013,Q1,-126.7
East,2013,Q4,2485.54
East,2014,Q2,-89.746
East,2012,Q4,-245.67
East,2015,Q1,-124.844
East,2015,Q4,18.2835
East,2013,Q1,-27.08
East,2014,Q2,-3.78
East,2014,Q3,42.86
South,2014,Q3,-43.26
South,2015,Q4,-67.597
South,2012,Q3,147.08
South,2012,Q4,699.31
South,2014,Q1,85.68
South,2012,Q4,-172.17
South,2015,Q3,35.09
South,2015,Q2,2254.16
South,2012,Q3,310.93
South,2012,Q4,-80.3045
South,2014,Q1,-87.009
South,2014,Q4,1996.6755
South,2013,Q4,78.63
South,2014,Q1,181.83
South,2014,Q3,1.67
South,2014,Q2,77.68
South,2013,Q4,54.91
South,2013,Q3,-79.08
South,2014,Q3,-4.9
South,2014,Q2,-21.85
South,2015,Q3,20.86
South,2013,Q2,23.88
South,2013,Q3,276.675
South,2012,Q3,9.15
South,2014,Q3,84.38
South,2013,Q1,4.16
South,2013,Q3,74.75
South,2014,Q4,0.94
South,2013,Q1,-1.74
South,2015,Q4,-107
South,2013,Q2,-159.35
South,2013,Q1,32.36
South,2015,Q2,11.28
South,2014,Q2,125.65
South,2015,Q2,-24.2995
South,2014,Q2,86.78
South,2012,Q3,-132.91
South,2015,Q1,-260.8
South,2013,Q2,-22.56
South,2013,Q1,160.58
South,2012,Q4,-2.6335
South,2012,Q4,61.57
South,2013,Q1,-4.63
South,2015,Q2,-1014.01
South,2014,Q4,85.45
South,2013,Q1,52.94
South,2014,Q2,-186.77
South,2013,Q2,-150.903
South,2013,Q3,-138.82
South,2012,Q4,32.34
South,2014,Q2,-53.35
South,2013,Q4,-115.43
South,2015,Q2,4.87
South,2015,Q4,12.47
West,2015,Q2,554.91
West,2014,Q3,-40.56
West,2014,Q2,67.98
West,2013,Q3,-66.3665
West,2014,Q3,9.15
West,2012,Q4,1169.7105
West,2012,Q3,10.85
West,2013,Q2,-41.6
West,2013,Q3,-11.88
West,2015,Q1,5979.563
West,2015,Q4,-73.347
West,2013,Q2,-47.0235
West,2012,Q3,4.56
West,2013,Q2,-50.27
West,2015,Q3,480.5305
West,2013,Q4,4141.8035
West,2013,Q2,265.09
West,2014,Q4,36.01
West,2015,Q1,70.46
West,2013,Q2,146.72
West,2014,Q3,-231.34
West,2013,Q1,34.68
West,2013,Q2,23.52
West,2013,Q4,1952.15
West,2015,Q3,330.0295
West,2013,Q3,-47.67
West,2014,Q1,2.71
West,2014,Q3,45.87
West,2013,Q3,-14.3635
West,2013,Q4,729.34
West,2013,Q3,-54.671
West,2013,Q3,91.56
West,2014,Q2,-16.3
West,2012,Q3,-457.73
West,2014,Q1,-1191.13
West,2015,Q4,-60.91
West,2015,Q3,28.11
West,2014,Q4,-125.6
West,2013,Q3,-47.64
West,2012,Q3,148.89
West,2013,Q3,120.02
West,2014,Q3,83.24
West,2013,Q4,-47.92
West,2015,Q4,-15.07
Central,2014,Q2,171.26
Central,2014,Q4,59.47
Central,2014,Q4,3049.4515
Central,2013,Q2,-50.02
Central,2014,Q4,51.14
Central,2013,Q4,25.95
Central,2013,Q2,1660.15
Central,2014,Q4,27.55
Central,2014,Q3,-8.38
Central,2013,Q4,2.76
Central,2014,Q3,-31.45
Central,2013,Q3,1409.87
Central,2013,Q3,14.43
Central,2015,Q3,-30.97
Central,2013,Q2,-60.65
Central,2013,Q4,341.53
Central,2012,Q4,-5.02
Central,2015,Q4,-18.66
Central,2012,Q3,-89.47
Central,2015,Q2,593.589
Central,2012,Q3,-154.307
Central,2013,Q2,-157.44
Central,2013,Q2,-35.78
Central,2014,Q3,2.53
Central,2014,Q2,-33.11
Central,2015,Q3,1085.93
Central,2013,Q1,13.87
Central,2013,Q4,-15.7435
Central,2014,Q3,143.87
Central,2015,Q3,92.81
Central,2014,Q3,63.83
Central,2015,Q4,2.13
Central,2013,Q2,9.85
East,2015,Q1,57.1
East,2015,Q2,57.63
East,2013,Q2,-71.91
East,2015,Q1,-123.28
East,2015,Q2,1765.535
East,2012,Q4,45.93
East,2015,Q4,-22.32
East,2012,Q3,1515.7
East,2015,Q3,559.38
East,2013,Q1,44.58
East,2015,Q4,88.8845
East,2015,Q1,-93.06
East,2014,Q4,38.6
East,2015,Q1,32.43
East,2013,Q4,24.34
East,2015,Q1,-6.81
East,2012,Q3,-52.647
East,2013,Q1,-214.153
East,2012,Q2,8.6
East,2013,Q4,-22.55
East,2014,Q1,87.601
East,2013,Q3,-243.869
East,2012,Q3,-64.03
East,2014,Q4,-64.883
East,2013,Q4,3187.37
East,2012,Q4,-42.9755
East,2014,Q4,-2.79
East,2014,Q3,-36.46
East,2013,Q4,-147.8555
South,2014,Q3,-29.21
South,2013,Q3,175.16
South,2015,Q2,2754.1615
South,2013,Q3,47.61
South,2012,Q4,-55.72
South,2012,Q4,338.01
South,2015,Q2,-771.09
South,2014,Q3,3.6
South,2014,Q3,-84.134
South,2014,Q4,27.88
South,2014,Q4,513.93
South,2013,Q3,7.3015
South,2014,Q3,-126.0515
South,2014,Q2,77.3
South,2014,Q2,-166.4
South,2013,Q3,166.5745
South,2012,Q4,-21.2635
South,2014,Q4,11.96
South,2013,Q1,-93.62
South,2015,Q2,-44.92
South,2015,Q3,-29.693
South,2014,Q4,72.8195
South,2014,Q2,-124.44
South,2013,Q4,-166.75
South,2014,Q4,-22.4
South,2015,Q1,45.1
South,2014,Q4,62.53
South,2014,Q2,1196.72
South,2013,Q4,-1176.28
South,2015,Q1,-24.31
South,2014,Q2,95.56
South,2015,Q3,-2.24
South,2015,Q2,-128.593
South,2014,Q2,44.13
South,2015,Q1,-94.74
South,2013,Q3,37.99
South,2013,Q4,28.91
West,2014,Q4,-335.685
West,2013,Q3,28.5515
West,2014,Q2,84.53
West,2014,Q1,203.24
West,2014,Q1,-270.96
West,2015,Q3,-160.816
West,2014,Q1,-75.25
West,2012,Q3,8.48
West,2013,Q2,-37.76
West,2014,Q2,25.02
West,2014,Q2,600.4
West,2015,Q4,-249.27
West,2013,Q4,82.21
West,2013,Q4,17.15
West,2013,Q1,-13.88
West,2014,Q2,405.64
West,2014,Q2,55.42
West,2015,Q4,0.53
West,2015,Q2,60.12
West,2015,Q2,4.59
West,2015,Q4,4.61
West,2013,Q4,2.2
West,2012,Q3,-28.45
West,2015,Q4,2.81
Central,2012,Q4,-63.3765
Central,2015,Q2,367.12
Central,2014,Q3,70.39
Central,2012,Q4,1012.67
Central,2015,Q1,-96.59
Central,2013,Q4,-21.1
Central,2015,Q3,138.37
Central,2013,Q1,1.72
Central,2013,Q2,16.8
Central,2014,Q2,-6.85
Central,2014,Q1,1704
Central,2013,Q1,-20.33
Central,2014,Q2,-10.2235
Central,2014,Q1,-26.94
Central,2015,Q2,2.61
Central,2015,Q3,-188.02
Central,2015,Q3,-121.44
Central,2013,Q4,-10.25
Central,2014,Q2,-13.25
Central,2015,Q1,-14.1
Central,2014,Q4,174.89
Central,2013,Q2,-743.96
Central,2015,Q3,-17.9515
Central,2013,Q1,98.32
Central,2013,Q4,-94.79
Central,2014,Q2,-13.95
Central,2012,Q3,-2088.68
Central,2014,Q2,-929.68
Central,2013,Q1,393.4055
Central,2014,Q2,43.35
Central,2013,Q3,183.28
Central,2013,Q4,-30.27
East,2015,Q3,-8.5905
East,2012,Q4,10.01
East,2014,Q3,80.73
East,2015,Q3,3.91
East,2014,Q4,-9.09
East,2014,Q3,-850.71
East,2014,Q3,-9.29
East,2012,Q4,-63.53
East,2013,Q3,-16.54
East,2013,Q2,-97.21
East,2014,Q2,119.64
East,2014,Q3,57.78
East,2014,Q3,-41.216
East,2013,Q2,-150.93
East,2015,Q3,302.86
East,2014,Q2,60.79
East,2012,Q3,30.49
East,2015,Q3,-468.89
East,2015,Q1,-5.16
East,2015,Q2,585.03
East,2013,Q2,269.26
East,2014,Q1,-116.56
East,2014,Q4,61.09
East,2015,Q3,192.88
East,2012,Q3,-76.9
East,2014,Q4,-7.8
East,2012,Q3,37.31
South,2013,Q1,1233.45
South,2015,Q3,-65.67
South,2015,Q4,549.45
South,2012,Q3,26.36
South,2013,Q4,7.86
South,2014,Q3,434.71
South,2013,Q4,-19.3085
South,2015,Q2,-107.06
South,2015,Q4,2.02
South,2013,Q2,-53.57
South,2014,Q2,12.65
South,2012,Q4,45
South,2014,Q4,10.82
South,2014,Q2,-163.576
South,2014,Q4,128.17
South,2012,Q4,129.95
West,2014,Q2,-96.33
West,2014,Q2,-117.1045
West,2014,Q2,461.65
West,2013,Q4,48.52
West,2015,Q2,-95.059
West,2012,Q3,1499.94
West,2014,Q3,-270.7
West,2013,Q2,46.971
West,2013,Q2,-39.67
West,2013,Q4,2.08
